"age","job","marital","education","default","balance","housing","loan","poutcome","y"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"20s","self-employed","single","secondary","no","Negative","yes","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","unknown","no"
"50s","admin.","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","technician","single","unknown","no","Extra","yes","no","unknown","yes"
"40s","self-employed","married","unknown","no","Negative","yes","no","unknown","no"
"30s","services","single","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","unknown","no","Low","yes","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"30s","services","married","secondary","no","Low","no","no","unknown","no"
"40s","management","divorced","unknown","no","Low","yes","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","yes","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"30s","admin.","single","secondary","no","Negative","yes","yes","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","unknown","yes"
"30s","blue-collar","single","secondary","yes","Negative","no","no","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"50s","blue-collar","divorced","secondary","no","Negative","no","no","unknown","no"
"30s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"30s","unemployed","married","primary","no","Low","yes","no","unknown","no"
"30s","services","single","primary","no","Low","yes","no","unknown","no"
"50s","retired","single","secondary","no","Medium","no","yes","unknown","no"
"30s","admin.","single","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"50s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"40s","self-employed","married","tertiary","no","Low","yes","no","unknown","no"
"40s","services","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","housemaid","single","primary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","unknown","no","Medium","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"30s","admin.","married","secondary","no","Low","no","no","unknown","yes"
"30s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"40s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","management","single","secondary","no","Low","yes","no","unknown","no"
"30s","admin.","single","secondary","no","Low","yes","no","unknown","no"
"30s","management","single","secondary","no","Medium","yes","no","unknown","no"
"50s","blue-collar","married","primary","no","Medium","yes","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","yes","unknown","no"
"40s","blue-collar","married","secondary","no","Negative","no","no","unknown","no"
"20s","services","single","secondary","no","Low","yes","no","unknown","no"
"50s","management","divorced","primary","no","Negative","no","no","unknown","no"
"40s","blue-collar","divorced","secondary","no","Low","yes","yes","unknown","no"
"50s","management","divorced","tertiary","no","Negative","yes","yes","unknown","no"
"40s","technician","married","unknown","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"30s","technician","married","secondary","no","Negative","yes","no","unknown","no"
"20s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"50s","unemployed","married","tertiary","no","High","no","no","unknown","no"
"20s","blue-collar","divorced","secondary","no","Negative","yes","no","unknown","no"
"30s","admin.","single","secondary","no","Negative","yes","no","unknown","no"
"30s","blue-collar","divorced","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","divorced","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"30s","technician","single","secondary","no","Low","yes","no","unknown","no"
"40s","admin.","married","primary","no","Low","yes","yes","unknown","no"
"30s","technician","single","unknown","no","Negative","no","no","unknown","no"
"30s","management","single","tertiary","no","Low","yes","yes","unknown","no"
"20s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Medium","yes","no","unknown","no"
"50s","retired","divorced","secondary","no","Negative","yes","no","unknown","no"
"40s","blue-collar","single","secondary","no","Low","yes","no","unknown","no"
"50s","retired","married","secondary","yes","Low","no","no","unknown","no"
"20s","admin.","single","secondary","no","Low","yes","no","unknown","no"
"50s","retired","married","secondary","no","High","yes","no","unknown","no"
"30s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"50s","unemployed","divorced","secondary","no","Low","yes","no","unknown","yes"
"40s","blue-collar","married","primary","no","Negative","yes","yes","unknown","no"
"40s","management","divorced","secondary","no","Medium","yes","no","unknown","no"
"40s","entrepreneur","married","secondary","no","Low","yes","yes","unknown","no"
"40s","admin.","married","unknown","no","Low","no","yes","unknown","no"
"40s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","yes","unknown","no"
"30s","blue-collar","single","tertiary","no","Medium","yes","no","unknown","no"
"40s","management","single","unknown","no","Medium","yes","no","unknown","no"
"40s","management","married","tertiary","no","Low","no","no","unknown","no"
"50s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"20s","management","single","tertiary","no","Negative","yes","no","unknown","no"
"50s","retired","married","primary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Medium","yes","no","unknown","no"
"30s","management","married","secondary","no","Low","yes","no","unknown","no"
"40s","management","married","tertiary","no","Low","yes","no","unknown","no"
"40s","management","divorced","unknown","no","Low","yes","no","unknown","no"
"20s","admin.","divorced","secondary","no","Low","yes","yes","unknown","no"
"40s","blue-collar","married","primary","no","Low","no","no","unknown","no"
"30s","housemaid","married","primary","no","Low","yes","no","unknown","no"
"40s","services","single","secondary","no","Low","yes","no","unknown","no"
"30s","management","single","tertiary","no","Medium","yes","no","unknown","no"
"50s","admin.","married","secondary","no","Medium","yes","no","unknown","no"
"40s","blue-collar","divorced","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"30s","blue-collar","married","unknown","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"40s","services","divorced","secondary","no","Low","yes","no","unknown","no"
"40s","technician","married","primary","no","Low","yes","no","unknown","no"
"30s","admin.","single","secondary","no","Negative","yes","no","unknown","no"
"30s","unemployed","single","secondary","no","Low","yes","no","unknown","no"
"30s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"50s","blue-collar","divorced","unknown","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"30s","self-employed","married","tertiary","no","Low","yes","no","unknown","no"
"50s","services","married","secondary","no","Low","yes","no","unknown","no"
"40s","services","divorced","secondary","no","Low","yes","yes","unknown","no"
"20s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"20s","student","single","tertiary","no","Low","yes","no","unknown","no"
"40s","self-employed","married","unknown","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"30s","admin.","married","secondary","no","Negative","yes","no","unknown","no"
"30s","services","divorced","primary","no","Low","yes","no","unknown","no"
"50s","admin.","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","blue-collar","divorced","unknown","no","Low","yes","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"50s","blue-collar","married","secondary","no","Medium","no","no","unknown","no"
"30s","admin.","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","entrepreneur","married","secondary","yes","Low","yes","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"50s","services","divorced","secondary","no","Negative","yes","yes","unknown","no"
"50s","blue-collar","married","primary","no","High","yes","yes","unknown","no"
"30s","management","married","unknown","no","Medium","yes","no","unknown","no"
"40s","unemployed","married","secondary","no","Negative","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Negative","no","no","unknown","no"
